ID;Nome;Artista;Ano;Link;Tom;
1304;Você Abusou;Antonio Carlos & Jocafi;1971;https://www.cifraclub.com.br/antonio-carlos-e-jocafi/voce-abusou/;
1317;A Tonga da Mironga do Kabuletê;Toquinho, Vinicius & Monsueto;1971;https://www.cifraclub.com.br/toquinho/a-tonga-da-mironga-do-kabulete/;
1319;Você;Tim Maia;1971;https://www.cifraclub.com.br/tim-maia/voce/;
1326;Be My Baby;Andy Kim;1971;https://www.cifraclub.com.br/kim-andy/be-my-baby/;
1331;Não Quero Dinheiro (Só Quero Amar);Tim Maia;1971;https://www.cifraclub.com.br/tim-maia/nao-quero-dinheiro/;
1338;(Where Do I Begin) Theme From Love Story;Francis Lai;1971;https://www.cifraclub.com.br/francis-lai/love-story-theme/;
1341;Don't Pull Your Love;Hamilton, Joe Frank & Reynolds;1971;https://www.cifraclub.com.br/hamilton-joe-frank-and-reynolds/dont-pull-your-love/;
1342;Desacato;Antonio Carlos & Jocafi;1971;https://www.cifraclub.com.br/antonio-carlos-e-jocafi/desacato/;
1344;It Don't Came Easy;Ringo Starr;1971;https://www.cifraclub.com.br/ringo-starr/it-dont-come-easy/;
1347;Knock Three Times;Dawn;1971;https://www.cifraclub.com.br/tony-orlando-and-dawn/knock-three-times/;
1348;Quem Mandou Você Errar;Claudia Barroso;1971;https://www.cifraclub.com.br/claudia-barroso/quem-mandou-voce-errar/;
1350;A Festa de Santos Reis;Tim Maia;1971;https://www.cifraclub.com.br/tim-maia/a-festa-do-santo-reis/;
1353;Balada #7 (Mané Garrincha);Moacyr Franco;1971;https://www.cifraclub.com.br/moacyr-franco/balada-numero-7/;
1360;Carta de Amor;Waldik Soriano;1971;https://www.cifraclub.com.br/waldick-soriano/carta-de-amor/;
1362;Look Around (You'll Find Me There);Al Martino;1971;https://www.cifraclub.com.br/al-martino/look-around-youll-find-me-there/;
1371;Deus Lhe Pague;Chico Buarque;1971;https://www.cifraclub.com.br/chico-buarque/deus-lhe-pague/;
1372;It Don't Matter To Me;Bread;1971;https://www.cifraclub.com.br/bread/it-dont-matter-to-me/;
1385;The Tears Of A Clown;Smokey Robinson & The Miracles;1971;https://www.cifraclub.com.br/smokey-robinson/tears-of-clown/;
1386;Adeus Solidão;Carmen Silva;1971;https://www.cifraclub.com.br/carmen-silva/adeus-solidao/;
1396;E Lá Se Vão Meus Anéis;Márcia;1971;https://www.cifraclub.com.br/os-originais-do-samba/e-la-se-vao-meus-aneis/;
